Дата;Чемпионат;Дома;Гости;Счет хозяев;Счет гостей;Ожидаемые голы (xG) Дома;Ожидаемые голы (xG) Гости;xG в створ (xGOT) Дома;xG в створ (xGOT) Гости;Владение мячом Дома;Владение мячом Гости;Удары в створ Дома;Удары в створ Гости;Угловые Дома;Угловые Гости;Желтые карточки Дома;Желтые карточки Гости;Красные карточки Дома;Красные карточки Гости;Коэффициенты П1;Коэффициенты Н;Коэффициенты П2
03.12.2025 22:30;АнглияПремьер-лига - Тур 14;Брайтон;Астон Вилла;3;4;2.21;2.4;2.19;4.44;0.56;0.44;7;10;5;6;2;2;0;0;2.38;3.46;3.11
03.12.2025 22:30;АнглияПремьер-лига - Тур 14;Бёрнли;Кристал Пэлас;0;1;0.95;0.59;0.46;1.28;0.58;0.42;4;3;3;3;0;0;0;0;4.87;3.84;1.77
03.12.2025 22:30;АнглияПремьер-лига - Тур 14;Арсенал;Брентфорд;2;0;1.77;0.35;1.28;0.14;0.62;0.38;7;1;4;8;0;1;0;0;1.45;4.63;8.12
03.12.2025 23:15;АнглияПремьер-лига - Тур 14;Лидс;Челси;3;1;2.78;0.96;2.53;0.77;0.29;0.71;5;2;4;2;1;1;0;0;4.25;3.58;1.94
03.12.2025 23:15;АнглияПремьер-лига - Тур 14;Ливерпуль;Сандерленд;1;1;1.45;0.41;0.74;0.44;0.68;0.32;4;6;7;3;1;1;0;0;1.4;5.64;7.18
04.12.2025 23:00;АнглияПремьер-лига - Тур 14;Манчестер Юнайтед;Вест Хэм;1;1;1.79;0.79;0.58;1.06;0.65;0.35;4;3;6;6;2;2;0;0;1.43;5.39;7.03
06.12.2025 15:30;АнглияПремьер-лига - Тур 15;Астон Вилла;Арсенал;2;1;2.17;1.93;2;2.07;0.47;0.53;6;9;3;3;0;2;0;0;4.55;3.56;1.89
06.12.2025 18:00;АнглияПремьер-лига - Тур 15;Эвертон;Ноттингем Форест;3;0;1.11;0.54;1.8;0.44;0.41;0.59;5;3;6;3;4;3;0;0;2.09;3.32;3.98
06.12.2025 18:00;АнглияПремьер-лига - Тур 15;Тоттенхэм;Брентфорд;2;0;2.18;0.29;2.88;0.45;0.53;0.47;7;1;7;6;3;4;0;0;2.42;3.37;3.12
06.12.2025 18:00;АнглияПремьер-лига - Тур 15;Ньюкасл Юнайтед;Бёрнли;2;1;1.77;1.6;2.36;1.26;0.69;0.31;7;3;9;9;2;2;0;1;1.33;5.66;9.77
06.12.2025 18:00;АнглияПремьер-лига - Тур 15;Манчестер Сити;Сандерленд;3;0;2.42;0.71;2.23;0.59;0.64;0.36;6;1;6;5;1;0;0;1;1.29;6.69;9.71
06.12.2025 18:00;АнглияПремьер-лига - Тур 15;Борнмут;Челси;0;0;1.42;0.92;0.75;0.64;0.39;0.61;5;4;5;0;0;2;0;0;3.6;3.85;2.03
06.12.2025 20:30;АнглияПремьер-лига - Тур 15;Лидс;Ливерпуль;3;3;1.5;1.91;2.07;3.69;0.45;0.55;5;7;5;4;3;3;0;0;4.59;4.11;1.76
07.12.2025 17:00;АнглияПремьер-лига - Тур 15;Брайтон;Вест Хэм;1;1;1.87;1.15;1.06;1.58;0.68;0.32;4;5;10;6;2;2;0;0;1.66;4.29;5.06
07.12.2025 19:30;АнглияПремьер-лига - Тур 15;Фулхэм;Кристал Пэлас;1;2;0.76;1.66;1.34;2.06;0.63;0.37;4;5;6;4;0;0;0;0;2.55;3.47;2.86
08.12.2025 23:00;АнглияПремьер-лига - Тур 15;Вулверхэмптон;Манчестер Юнайтед;1;4;0.41;4.24;1.17;3.4;0.37;0.63;2;10;1;9;3;2;0;0;5.2;4.11;1.68
13.12.2025 18:00;АнглияПремьер-лига - Тур 16;Челси;Эвертон;2;0;2.2;1.03;1.21;0.73;0.58;0.42;5;2;4;7;1;0;0;0;1.77;3.84;4.87
13.12.2025 18:00;АнглияПремьер-лига - Тур 16;Ливерпуль;Брайтон;2;0;1.89;1.9;1.22;0.62;0.49;0.51;4;1;2;2;1;2;0;0;1.8;4;4.45
13.12.2025 20:30;АнглияПремьер-лига - Тур 16;Бёрнли;Фулхэм;2;3;2.45;2.23;2.7;3.59;0.53;0.47;8;4;10;4;1;2;0;0;3.99;3.58;2
13.12.2025 23:00;АнглияПремьер-лига - Тур 16;Арсенал;Вулверхэмптон;2;1;1.13;0.37;0.41;0.61;0.69;0.31;2;2;8;0;0;4;0;0;1.12;10.2;24
14.12.2025 17:00;АнглияПремьер-лига - Тур 16;Сандерленд;Ньюкасл Юнайтед;1;0;0.3;0.24;0.24;0.29;0.47;0.53;1;2;3;6;5;4;0;0;3.44;3.44;2.23
14.12.2025 17:00;АнглияПремьер-лига - Тур 16;Ноттингем Форест;Тоттенхэм;3;0;2.31;0.33;2.01;0.52;0.48;0.52;6;1;3;3;1;3;0;0;2.88;3.34;2.61
14.12.2025 17:00;АнглияПремьер-лига - Тур 16;Кристал Пэлас;Манчестер Сити;0;3;1.88;1.19;1.07;1.75;0.39;0.61;4;6;2;2;2;0;0;0;4.35;3.88;1.84
14.12.2025 17:00;АнглияПремьер-лига - Тур 16;Вест Хэм;Астон Вилла;2;3;1.02;0.67;0.72;0.92;0.41;0.59;3;4;5;3;1;2;0;0;3.58;3.47;2.16
14.12.2025 19:30;АнглияПремьер-лига - Тур 16;Брентфорд;Лидс;1;1;0.72;1.51;0.84;1.67;0.57;0.43;2;4;0;3;0;0;0;0;2.1;3.35;3.88
15.12.2025 23:00;АнглияПремьер-лига - Тур 16;Манчестер Юнайтед;Борнмут;4;4;3.4;1.94;3.36;3.3;0.57;0.43;9;9;5;4;2;3;0;0;1.71;4.4;4.54
20.12.2025 15:30;АнглияПремьер-лига - Тур 17;Ньюкасл Юнайтед;Челси;2;2;2.3;1.22;2.32;1.44;0.47;0.53;5;4;6;4;3;6;0;0;3.05;3.69;2.32
20.12.2025 18:00;АнглияПремьер-лига - Тур 17;Манчестер Сити;Вест Хэм;3;0;2.1;0.98;2.81;0.82;0.66;0.34;8;3;6;0;1;1;0;0;1.22;7.96;11.7
20.12.2025 18:00;АнглияПремьер-лига - Тур 17;Вулверхэмптон;Брентфорд;0;2;1.27;1.28;0.99;1.73;0.43;0.57;2;6;3;4;2;4;0;0;3.51;3.51;2.17
20.12.2025 18:00;АнглияПремьер-лига - Тур 17;Брайтон;Сандерленд;0;0;1.12;1.39;0.23;0.63;0.57;0.43;4;6;3;4;2;2;0;0;1.9;3.78;4.19
20.12.2025 18:00;АнглияПремьер-лига - Тур 17;Борнмут;Бёрнли;1;1;1.41;0.38;0.36;0.94;0.66;0.34;1;1;5;3;1;1;0;0;1.52;4.62;6.41
20.12.2025 20:30;АнглияПремьер-лига - Тур 17;Тоттенхэм;Ливерпуль;1;2;1.06;0.66;1.15;1.28;0.35;0.65;4;4;2;6;5;3;2;0;3.92;3.69;1.98
20.12.2025 23:00;АнглияПремьер-лига - Тур 17;Эвертон;Арсенал;0;1;0.2;2.01;0;0.85;0.35;0.65;1;2;2;3;2;2;0;0;6.81;4.2;1.55
20.12.2025 23:00;АнглияПремьер-лига - Тур 17;Лидс;Кристал Пэлас;4;1;2.68;1.57;3.17;0.9;0.53;0.47;8;3;9;5;1;3;0;0;3.12;3.16;2.54
21.12.2025 19:30;АнглияПремьер-лига - Тур 17;Астон Вилла;Манчестер Юнайтед;2;1;1.55;1.34;1.62;0.85;0.43;0.57;4;6;5;5;1;2;0;0;2.03;3.76;3.66
22.12.2025 23:00;АнглияПремьер-лига - Тур 17;Фулхэм;Ноттингем Форест;1;0;1.5;0.67;0.75;0.08;0.5;0.5;1;2;1;5;5;4;0;0;2.54;3.35;2.94
26.12.2025 23:00;АнглияПремьер-лига - Тур 18;Манчестер Юнайтед;Ньюкасл Юнайтед;1;0;1.27;1.18;0.96;0.96;0.33;0.67;4;3;2;11;2;1;0;0;2.69;3.79;2.54
27.12.2025 15:30;АнглияПремьер-лига - Тур 18;Ноттингем Форест;Манчестер Сити;1;2;0.55;1.45;0.58;1.46;0.34;0.66;2;5;5;5;1;2;0;0;5.45;4.31;1.63
27.12.2025 18:00;АнглияПремьер-лига - Тур 18;Ливерпуль;Вулверхэмптон;2;1;1.55;1.07;1.64;1.17;0.67;0.33;4;4;6;4;0;1;0;0;1.25;7.2;11.3
27.12.2025 18:00;АнглияПремьер-лига - Тур 18;Вест Хэм;Фулхэм;0;1;0.91;1.63;0.21;1.37;0.44;0.56;2;5;5;4;1;3;0;0;3.09;3.4;2.42
27.12.2025 18:00;АнглияПремьер-лига - Тур 18;Брентфорд;Борнмут;4;1;3.66;2.72;3.34;1.19;0.49;0.51;7;10;2;15;2;2;0;0;2.3;3.46;3.26
27.12.2025 18:00;АнглияПремьер-лига - Тур 18;Бёрнли;Эвертон;0;0;1.41;0.85;0;1.54;0.54;0.46;0;6;6;5;1;2;0;0;3.88;3.17;2.18
27.12.2025 18:00;АнглияПремьер-лига - Тур 18;Арсенал;Брайтон;2;1;3.08;0.85;1.68;1.42;0.53;0.47;6;3;7;2;2;3;0;0;1.35;5.64;8.73
27.12.2025 20:30;АнглияПремьер-лига - Тур 18;Челси;Астон Вилла;1;2;2.15;1.19;1.43;2.95;0.63;0.37;3;8;6;7;5;3;0;0;1.85;4.11;4.07
28.12.2025 17:00;АнглияПремьер-лига - Тур 18;Сандерленд;Лидс;1;1;0.7;2.16;0.52;1.22;0.43;0.57;3;6;3;9;1;0;0;0;2.78;3.26;2.74
28.12.2025 19:30;АнглияПремьер-лига - Тур 18;Кристал Пэлас;Тоттенхэм;0;1;1.47;0.89;0.11;1.02;0.62;0.38;2;4;3;2;3;2;0;0;2.35;3.49;3.14
30.12.2025 22:30;АнглияПремьер-лига - Тур 19;Челси;Борнмут;2;2;2.31;3.14;2.16;2.02;0.67;0.33;3;6;12;3;1;1;0;0;1.61;4.55;5.32
30.12.2025 22:30;АнглияПремьер-лига - Тур 19;Ноттингем Форест;Эвертон;0;2;1.55;1.26;0.94;0.85;0.7;0.3;6;3;9;2;1;0;0;0;1.9;3.63;4.36
30.12.2025 22:30;АнглияПремьер-лига - Тур 19;Вест Хэм;Брайтон;2;2;2.06;2.94;1.95;2.7;0.38;0.62;4;6;5;5;3;5;0;0;3.36;3.77;2.14
30.12.2025 22:30;АнглияПремьер-лига - Тур 19;Бёрнли;Ньюкасл Юнайтед;1;3;1.09;2.32;0.4;2.48;0.48;0.52;4;9;3;4;2;1;0;0;5.64;4.3;1.61
30.12.2025 23:15;АнглияПремьер-лига - Тур 19;Манчестер Юнайтед;Вулверхэмптон;1;1;0.84;1.16;0.73;1.02;0.56;0.44;6;4;8;4;0;2;0;0;1.39;5.52;7.75
30.12.2025 23:15;АнглияПремьер-лига - Тур 19;Арсенал;Астон Вилла;4;1;3.05;2.66;2.72;1.57;0.46;0.54;7;3;3;3;2;3;0;0;1.42;5.38;7.25
01.01.2026 20:30;АнглияПремьер-лига - Тур 19;Ливерпуль;Лидс;0;0;2.07;0.69;0.77;0.97;0.68;0.32;4;2;8;3;0;2;0;0;1.48;4.54;7.52
01.01.2026 20:30;АнглияПремьер-лига - Тур 19;Кристал Пэлас;Фулхэм;1;1;1.93;1.76;1.37;1.57;0.4;0.6;2;5;6;3;0;5;0;0;2.17;3.33;3.71
01.01.2026 23:00;АнглияПремьер-лига - Тур 19;Сандерленд;Манчестер Сити;0;0;0.88;2.24;0.62;0.75;0.32;0.68;4;4;3;5;1;1;0;0;7.56;5.08;1.43
01.01.2026 23:00;АнглияПремьер-лига - Тур 19;Брентфорд;Тоттенхэм;0;0;0.92;0.86;0.28;0.89;0.56;0.44;2;3;3;1;1;2;0;0;2.58;3.56;2.77
03.01.2026 15:30;АнглияПремьер-лига - Тур 20;Астон Вилла;Ноттингем Форест;3;1;1.59;0.89;1.45;1.67;0.73;0.27;4;5;4;4;1;2;0;0;1.91;3.6;4.37
03.01.2026 18:00;АнглияПремьер-лига - Тур 20;Вулверхэмптон;Вест Хэм;3;0;1.87;0.25;2.15;0;0.33;0.67;8;0;6;7;1;0;0;0;2.84;3.5;2.54
03.01.2026 18:00;АнглияПремьер-лига - Тур 20;Брайтон;Бёрнли;2;0;1.45;0.3;0.72;0.16;0.6;0.4;4;3;4;4;0;4;0;0;1.48;4.62;7.18
03.01.2026 20:30;АнглияПремьер-лига - Тур 20;Борнмут;Арсенал;2;3;1.44;1.13;1.09;1.73;0.43;0.57;3;5;7;5;3;1;0;0;6.53;4.61;1.51
04.01.2026 15:30;АнглияПремьер-лига - Тур 20;Лидс;Манчестер Юнайтед;1;1;0.9;1.59;1.52;0.39;0.45;0.55;3;2;6;4;0;1;0;0;3.05;3.27;2.52
04.01.2026 18:00;АнглияПремьер-лига - Тур 20;Эвертон;Брентфорд;2;4;0.88;2.65;1.17;3.1;0.45;0.55;6;7;4;5;0;2;0;0;2.48;3.24;3.14
04.01.2026 18:00;АнглияПремьер-лига - Тур 20;Тоттенхэм;Сандерленд;1;1;1.19;0.44;1.16;1.62;0.49;0.51;5;3;3;5;2;3;0;0;2;3.58;3.99
04.01.2026 18:00;АнглияПремьер-лига - Тур 20;Ньюкасл Юнайтед;Кристал Пэлас;2;0;2.08;0.7;2.65;0.04;0.59;0.41;7;1;8;6;1;3;0;0;1.68;4.19;5.11
04.01.2026 18:15;АнглияПремьер-лига - Тур 20;Фулхэм;Ливерпуль;2;2;0.74;1.37;1.21;1.21;0.42;0.58;2;2;3;8;1;1;0;0;4.36;3.85;1.85
04.01.2026 20:30;АнглияПремьер-лига - Тур 20;Манчестер Сити;Челси;1;1;1.02;1.85;1.23;1.9;0.57;0.43;3;3;8;2;3;3;0;0;1.51;5.12;5.8
06.01.2026 23:00;АнглияПремьер-лига - Тур 21;Вест Хэм;Ноттингем Форест;1;2;0.95;1.38;0.37;2.28;0.47;0.53;3;5;6;5;3;0;0;0;2.81;3.58;2.53
07.01.2026 22:30;АнглияПремьер-лига - Тур 21;Эвертон;Вулверхэмптон;1;1;0.89;0.73;0.94;1.71;0.45;0.55;2;4;2;7;3;3;2;0;1.9;3.59;4.44
07.01.2026 22:30;АнглияПремьер-лига - Тур 21;Фулхэм;Челси;2;1;1.2;2.39;1.76;1.93;0.55;0.45;5;6;2;11;3;3;0;1;4.03;3.58;1.98
07.01.2026 22:30;АнглияПремьер-лига - Тур 21;Манчестер Сити;Брайтон;1;1;2.55;1.15;1.71;1.1;0.6;0.4;6;3;6;2;1;6;0;0;1.52;4.64;6.31
07.01.2026 22:30;АнглияПремьер-лига - Тур 21;Кристал Пэлас;Астон Вилла;0;0;1.5;1.74;1.59;0.76;0.41;0.59;5;3;3;5;2;0;0;0;3.16;3.48;2.34
07.01.2026 22:30;АнглияПремьер-лига - Тур 21;Брентфорд;Сандерленд;3;0;3.25;1.72;3.17;1;0.51;0.49;6;3;7;4;2;1;0;0;2.01;3.39;4.22
07.01.2026 22:30;АнглияПремьер-лига - Тур 21;Борнмут;Тоттенхэм;3;2;1.26;1.24;1.47;1.78;0.42;0.58;3;4;3;7;3;3;0;0;2.3;3.61;3.14
07.01.2026 23:15;АнглияПремьер-лига - Тур 21;Ньюкасл Юнайтед;Лидс;4;3;2.43;1.89;2.88;2.22;0.62;0.38;8;6;8;4;3;2;0;0;1.63;3.96;6.1
07.01.2026 23:15;АнглияПремьер-лига - Тур 21;Бёрнли;Манчестер Юнайтед;2;2;0.24;2.54;0.88;2.4;0.35;0.65;1;10;2;6;2;0;0;0;5.12;3.99;1.71
08.01.2026 23:00;АнглияПремьер-лига - Тур 21;Арсенал;Ливерпуль;0;0;0.57;0.31;0.68;0;0.48;0.52;4;0;3;0;2;2;0;0;1.63;4.19;5.55
17.01.2026 15:30;АнглияПремьер-лига - Тур 22;Манчестер Юнайтед;Манчестер Сити;2;0;2.27;0.45;1.75;0.31;0.32;0.68;7;1;1;6;2;3;0;0;3.17;3.69;2.25
17.01.2026 18:00;АнглияПремьер-лига - Тур 22;Челси;Брентфорд;2;0;1.59;1.52;1.24;0.6;0.46;0.54;2;5;3;9;3;2;0;0;1.85;3.82;4.4
17.01.2026 18:00;АнглияПремьер-лига - Тур 22;Тоттенхэм;Вест Хэм;1;2;1.45;2.84;1.59;2.54;0.62;0.38;6;4;11;5;5;3;0;0;1.91;3.87;4.02
17.01.2026 18:00;АнглияПремьер-лига - Тур 22;Сандерленд;Кристал Пэлас;2;1;1.71;0.61;2.65;1.04;0.57;0.43;7;2;3;4;3;3;0;0;2.45;3.26;3.17
17.01.2026 18:00;АнглияПремьер-лига - Тур 22;Лидс;Фулхэм;1;0;1.43;0.38;1.12;0.09;0.46;0.54;5;1;7;3;1;5;0;0;2.4;3.48;3.06
17.01.2026 18:00;АнглияПремьер-лига - Тур 22;Ливерпуль;Бёрнли;1;1;3.19;0.4;2.17;0.08;0.73;0.27;11;1;9;1;1;2;0;0;1.25;6.79;12.5
17.01.2026 20:30;АнглияПремьер-лига - Тур 22;Ноттингем Форест;Арсенал;0;0;0.34;2.1;0;0.85;0.4;0.6;0;3;4;9;1;1;0;0;6;4.1;1.61
18.01.2026 17:00;АнглияПремьер-лига - Тур 22;Вулверхэмптон;Ньюкасл Юнайтед;0;0;0.28;0.94;0.15;0.48;0.33;0.67;2;2;4;7;2;2;0;0;4.92;4.11;1.71
18.01.2026 19:30;АнглияПремьер-лига - Тур 22;Астон Вилла;Эвертон;0;1;1.44;0.5;0.96;0.98;0.63;0.37;5;3;6;4;1;2;0;0;1.58;4.06;6.68
19.01.2026 23:00;АнглияПремьер-лига - Тур 22;Брайтон;Борнмут;1;1;1.02;1.28;1.6;1.03;0.67;0.33;5;2;11;6;2;3;0;0;1.98;3.82;3.77
24.01.2026 15:30;АнглияПремьер-лига - Тур 23;Вест Хэм;Сандерленд;3;1;1.52;0.67;1.22;1.09;0.47;0.53;5;2;3;3;2;5;0;0;2.35;3.41;3.2
24.01.2026 18:00;АнглияПремьер-лига - Тур 23;Фулхэм;Брайтон;2;1;1.05;1.59;1.06;0.51;0.49;0.51;4;5;6;6;1;1;0;0;2.62;3.39;2.83
24.01.2026 18:00;АнглияПремьер-лига - Тур 23;Манчестер Сити;Вулверхэмптон;2;0;0.86;0.61;0.96;0.07;0.64;0.36;4;1;4;6;1;3;0;0;1.32;5.88;9.69
24.01.2026 18:00;АнглияПремьер-лига - Тур 23;Бёрнли;Тоттенхэм;2;2;1.44;2.05;1.89;3.32;0.37;0.63;4;11;1;3;1;0;0;0;4.18;3.46;1.99
24.01.2026 20:30;АнглияПремьер-лига - Тур 23;Борнмут;Ливерпуль;3;2;2.34;0.93;1.5;1.17;0.33;0.67;5;4;3;11;1;1;0;0;4.59;4.11;1.76
25.01.2026 17:00;АнглияПремьер-лига - Тур 23;Ньюкасл Юнайтед;Астон Вилла;0;2;2.18;1.15;1.31;1.8;0.61;0.39;4;8;6;5;1;2;0;0;2.26;3.65;3.19
25.01.2026 17:00;АнглияПремьер-лига - Тур 23;Кристал Пэлас;Челси;1;3;1.77;2.2;1.9;1.7;0.43;0.57;7;6;4;5;4;2;1;0;3.7;3.58;2.08
25.01.2026 17:00;АнглияПремьер-лига - Тур 23;Брентфорд;Ноттингем Форест;0;2;1.81;0.78;0.36;0.86;0.66;0.34;1;2;6;5;1;0;0;0;1.84;3.66;4.69
25.01.2026 19:30;АнглияПремьер-лига - Тур 23;Арсенал;Манчестер Юнайтед;2;3;1.19;0.71;1.9;0.44;0.56;0.44;4;3;9;2;2;0;0;0;1.58;4.58;5.52
26.01.2026 23:00;АнглияПремьер-лига - Тур 23;Эвертон;Лидс;1;1;0.69;1.37;1;0.79;0.58;0.42;3;4;4;4;0;3;0;0;2.46;3.28;3.13
31.01.2026 18:00;АнглияПремьер-лига - Тур 24;Лидс;Арсенал;0;4;0.15;2.19;0.42;1.51;0.5;0.5;1;9;4;12;1;1;0;0;6;4.3;1.58
31.01.2026 18:00;АнглияПремьер-лига - Тур 24;Вулверхэмптон;Борнмут;0;2;1.38;1.36;1.4;1.46;0.51;0.49;7;4;5;6;2;3;0;0;2.86;3.57;2.5
31.01.2026 18:00;АнглияПремьер-лига - Тур 24;Брайтон;Эвертон;1;1;1.44;1.2;1;1.55;0.54;0.46;2;4;5;2;1;2;0;0;1.96;3.6;4.11
31.01.2026 20:30;АнглияПремьер-лига - Тур 24;Челси;Вест Хэм;3;2;2.7;1.12;2.64;1.05;0.71;0.29;6;6;9;3;3;2;0;1;1.62;4.41;5.42
31.01.2026 23:00;АнглияПремьер-лига - Тур 24;Ливерпуль;Ньюкасл Юнайтед;4;1;2.28;0.36;3.14;0.53;0.54;0.46;7;2;7;11;1;3;0;0;1.63;4.46;5.14
01.02.2026 17:00;АнглияПремьер-лига - Тур 24;Ноттингем Форест;Кристал Пэлас;1;1;0.49;1.9;0.88;0.82;0.33;0.67;1;3;5;7;1;3;1;0;2.07;3.36;4.01
01.02.2026 17:00;АнглияПремьер-лига - Тур 24;Манчестер Юнайтед;Фулхэм;3;2;1.79;1.94;2.44;3.35;0.42;0.58;6;6;3;7;2;1;0;0;1.57;4.85;5.36
01.02.2026 17:00;АнглияПремьер-лига - Тур 24;Астон Вилла;Брентфорд;0;1;2.41;0.37;0.98;0.7;0.72;0.28;5;2;12;1;0;3;0;1;2.29;3.48;3.26
01.02.2026 19:30;АнглияПремьер-лига - Тур 24;Тоттенхэм;Манчестер Сити;2;2;1.05;2.08;1.72;1.26;0.4;0.6;6;3;3;4;3;3;0;0;5.17;4.19;1.67
02.02.2026 23:00;АнглияПремьер-лига - Тур 24;Сандерленд;Бёрнли;3;0;1.2;0.06;1.27;0;0.44;0.56;5;0;1;2;1;4;0;0;1.92;3.38;4.68
06.02.2026 23:00;АнглияПремьер-лига - Тур 25;Лидс;Ноттингем Форест;3;1;2.5;1.33;2.94;1.5;0.56;0.44;5;6;5;10;1;1;0;0;2.15;3.49;3.58
07.02.2026 15:30;АнглияПремьер-лига - Тур 25;Манчестер Юнайтед;Тоттенхэм;2;0;1.78;0.49;1.49;0.19;0.65;0.35;10;1;7;0;1;2;0;1;1.64;4.62;4.87
07.02.2026 18:00;АнглияПремьер-лига - Тур 25;Фулхэм;Эвертон;1;2;1.97;1.88;1.67;0.73;0.55;0.45;3;3;6;6;1;5;0;0;2.15;3.49;3.58
07.02.2026 18:00;АнглияПремьер-лига - Тур 25;Вулверхэмптон;Челси;1;3;1.06;3.44;0.7;3.02;0.34;0.66;3;6;3;4;1;1;0;0;5.39;4.45;1.61
07.02.2026 18:00;АнглияПремьер-лига - Тур 25;Борнмут;Астон Вилла;1;1;2.06;0.44;2.14;1.41;0.53;0.47;9;4;11;4;1;1;0;0;2.86;3.67;2.45
07.02.2026 18:00;АнглияПремьер-лига - Тур 25;Бёрнли;Вест Хэм;0;2;1.33;1.02;0.63;1.09;0.54;0.46;5;4;5;2;3;1;0;0;3.26;3.76;2.18
07.02.2026 18:00;АнглияПремьер-лига - Тур 25;Арсенал;Сандерленд;3;0;1.5;0.19;1.23;0.6;0.49;0.51;5;3;5;2;1;2;0;0;1.28;6.27;11.5
07.02.2026 20:30;АнглияПремьер-лига - Тур 25;Ньюкасл Юнайтед;Брентфорд;2;3;2.24;1.79;1.75;1.62;0.54;0.46;4;5;9;3;2;2;0;0;1.9;3.84;4.09
08.02.2026 17:00;АнглияПремьер-лига - Тур 25;Брайтон;Кристал Пэлас;0;1;0.74;1.16;0.24;0.87;0.64;0.36;2;4;3;4;1;3;0;0;2.25;3.37;3.47
08.02.2026 19:30;АнглияПремьер-лига - Тур 25;Ливерпуль;Манчестер Сити;1;2;1.21;2.75;0.34;1.99;0.47;0.53;4;7;5;4;2;4;1;0;2.26;4.03;2.93
10.02.2026 22:30;АнглияПремьер-лига - Тур 26;Эвертон;Борнмут;1;2;2.95;1.33;2.47;2.06;0.53;0.47;6;4;7;2;1;3;1;0;2.34;3.4;3.05
10.02.2026 22:30;АнглияПремьер-лига - Тур 26;Челси;Лидс;2;2;3.13;1.44;1.46;1.74;0.66;0.34;4;2;4;1;4;4;0;0;1.53;4.5;5.8
10.02.2026 22:30;АнглияПремьер-лига - Тур 26;Тоттенхэм;Ньюкасл Юнайтед;1;2;1.85;2.48;0.73;1.59;0.53;0.47;2;5;2;12;3;2;0;0;3.1;3.65;2.3
10.02.2026 23:15;АнглияПремьер-лига - Тур 26;Вест Хэм;Манчестер Юнайтед;1;1;1.11;0.58;1.46;0.48;0.35;0.65;3;3;5;3;1;1;0;0;4.4;4.2;1.71
11.02.2026 22:30;АнглияПремьер-лига - Тур 26;Ноттингем Форест;Вулверхэмптон;0;0;2.55;0.42;2.03;0.21;0.63;0.37;10;3;8;2;0;2;0;0;1.73;3.85;4.7
11.02.2026 22:30;АнглияПремьер-лига - Тур 26;Манчестер Сити;Фулхэм;3;0;1.37;1.42;1.62;0.45;0.56;0.44;5;3;4;4;3;1;0;0;1.4;5.4;6.8
11.02.2026 22:30;АнглияПремьер-лига - Тур 26;Кристал Пэлас;Бёрнли;2;3;1.8;0.53;1.05;1.51;0.64;0.36;3;3;8;2;2;1;0;0;1.47;4.6;6.6
11.02.2026 22:30;АнглияПремьер-лига - Тур 26;Астон Вилла;Брайтон;1;0;0.72;0.5;0.16;0.33;0.5;0.5;1;3;7;5;2;3;0;0;2.03;3.7;3.45
11.02.2026 23:15;АнглияПремьер-лига - Тур 26;Сандерленд;Ливерпуль;0;1;0.63;2.53;0.52;1.44;0.43;0.57;2;3;3;11;1;0;0;0;4.5;3.85;1.77
12.02.2026 23:00;АнглияПремьер-лига - Тур 26;Брентфорд;Арсенал;1;1;1.5;0.6;1.87;0.95;0.41;0.59;3;2;6;4;3;2;0;0;5.2;3.95;1.71
18.02.2026 23:00;АнглияПремьер-лига - Тур 31;Вулверхэмптон;Арсенал;2;2;0.29;1.61;1.14;1.26;0.42;0.58;2;4;1;3;2;1;0;0;11;6;1.26
21.02.2026 18:00;АнглияПремьер-лига - Тур 27;Челси;Бёрнли;1;1;1.99;0.84;1.16;1.12;0.66;0.34;2;4;9;5;4;2;1;0;1.24;6.6;11
21.02.2026 18:00;АнглияПремьер-лига - Тур 27;Брентфорд;Брайтон;0;2;1.6;1.09;0.59;1.34;0.52;0.48;3;7;6;4;1;2;0;0;2.3;3.4;3.15
21.02.2026 18:00;АнглияПремьер-лига - Тур 27;Астон Вилла;Лидс;1;1;1.46;1.36;1.83;1.11;0.67;0.33;4;4;7;2;1;4;0;0;1.84;3.75;4.1
21.02.2026 20:30;АнглияПремьер-лига - Тур 27;Вест Хэм;Борнмут;0;0;3.28;0.65;1.57;0.3;0.42;0.58;3;5;9;5;1;1;0;0;2.75;3.6;2.45
21.02.2026 23:00;АнглияПремьер-лига - Тур 27;Манчестер Сити;Ньюкасл Юнайтед;2;1;1.36;0.62;1.86;1.1;0.55;0.45;7;7;5;5;2;5;0;0;1.57;4.8;5.4
22.02.2026 17:00;АнглияПремьер-лига - Тур 27;Сандерленд;Фулхэм;1;3;1.85;1.88;1.01;2.17;0.53;0.47;2;4;6;4;1;1;0;0;2.9;3.2;2.55
22.02.2026 17:00;АнглияПремьер-лига - Тур 27;Ноттингем Форест;Ливерпуль;0;1;1.19;1.73;0.65;1.86;0.47;0.53;2;4;7;2;2;0;0;0;3.8;3.8;1.9
22.02.2026 17:00;АнглияПремьер-лига - Тур 27;Кристал Пэлас;Вулверхэмптон;1;0;2;1.63;1.48;2.07;0.61;0.39;3;7;7;3;5;3;0;1;1.79;3.7;4.5
22.02.2026 19:30;АнглияПремьер-лига - Тур 27;Тоттенхэм;Арсенал;1;4;0.76;2.07;1.66;2.06;0.4;0.6;5;7;2;5;2;1;0;0;7.2;4.7;1.48
